ts,city,state,event,year,year_mon,ymd,yw,department
2015-09-06 22:59:00,New York,New York,"PRELIM INFO FROM FAA OPS: LA GUARDIA ARPT, NY/UAS INCIDENT/1859E/SOUTHWEST 2646, B737, MKE-LGA, ENCOUNTERED A UAS OPERATING 500 FEET BELOW WHILE AT 2,500 FEET 7 N LGA. NO EVASIVE ACTION REPORTED. NYPD NOTIFIED.

MOR Alert for N90
Type: Other
Date/Time: Sep 6, 2015 - 2259Z
A/C: SWA2646 (B737)

Summary: SWA2646 B737 11 NORTH LGA OVER VAN CORTLAND PARK 3000 FT HEADING NORTHEAST. PILOT REPORTED DRONE QUADCOPTER PAST ABOUT 500 FT BELOW AIRCRAFT. REPORTED TO NYPD AVIATION. ",2015,201509,2015-09-06,201536,NYPD NOTIFIED
2015-09-06 22:38:00,Charlottesville,Virginia,"PRELIM INFO FROM FAA OPS: CHARLOTTESVILLE, VA/UAS INCIDENT/1903E/POTOMAC TRACON ADVISED CESSNA C414, GREENVILLE, NC - SHENANDOAH VALLEY RGNL, HARRISONBURG, VA, OBSERVED A BLACK, BASKETBALL SIZED, UAS APRROX 50 FEET OFF RIGHT WING NE BOUND AT 7,000 FEET, 20 SW OF CHO. NO EVASIVE ACTION TAKEN. ALBEMARLE PD NOTIFIED 

MOR Alert for PCT
Type: Other
Date/Time: Sep 6, 2015 - 2238Z
A/C:  (C414)

Summary: PILOT REPORTED A FAST MOVING DRONE MOVING LEFT TO RIGHT (NE BOUND) ACROSS THE NOSE OF THE AIRCRAFT THEN PASSED 50 FEET OFF HIS RIGHT WING WHILE HE WAS FLING NW-BOUND AT 7,000 FEET. DRONE WAS THE SIZE OF A BASKETBALL APPEARED TO BE BLACK IN COLOR. PILOT COULD NOT TELL WHAT TYPE OF ROTOR/FLIGHT SYSTEM IT HAD ONLY THAT IT WAS VERY FAST. ALBERMARLE COUNTY POLICE WERE CALLED. ",2015,201509,2015-09-06,201536,ALBEMARLE PD NOTIFIED
2015-09-06 20:35:00,Addison,Texas,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1535C/ADDISON ATCT ADVISED PILOT REPORTED A UAS AT 4,000 FEET AND 300 FEET BELOW HIM NORTH OF ADDISON AIRPORT, DALLAS, TX. EVASIVE ACTION NOT REPORTED. UNKN IN LEO NOTIFIED. 

MOR Alert for ADS
Type: Other
Date/Time: Sep 6, 2015 - 2035Z
A/C:  (C414)

Summary: CHANCELOR 414LP REPORTED ENCOUNTERING DRONE AT 4000 FEET AND 300 FEET BELOW HIM NORTH OF ADDISON AIRPORT
",2015,201509,2015-09-06,201536,UNKN IF LEOS NOTIFIED
2015-09-06 20:18:00,Columbus,Ohio,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/2018E/ MOONEY M20J, ENCOUNTERED A HELICOPTER STYLE UAS OPERATING AT 4,000 FEET 10 NW BOLTON FIELD ARPT. NO EVASIVE ACTION REPORTED. UNKN IF LEOS NOTIFIED. 

MOR Alert: M20J reported a helicopter style drone aircraft with a flashing red strob operating approximatly 10 miles NW of TZR @ 4000 feet. The controller who recieved the report did not get contact information for the pilot who landed. It did not appear that there was any need for evasive action.",2015,201509,2015-09-06,201536,UNKN IF LEOS NOTIFIED
2015-09-06 18:59:59,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1200P/LOS ANGELES ATCT ADVISED JETBLUE, A320, JFK - LAX, OBSERVED A 3-4 FOOT SILVER UAS FLY BENEATH ACFT ON RT SIDE AT 500 FEET WHILE ON FINAL FOR RUNWAY 25L. NO EVASIVE ACTION TAKEN. LA COUNTY SHERIFF AIR BUREAU NOTIFIED.

MOR Alert for LAX
Type: 
Date/Time: Sep 6, 2015 - 1900Z
A/C: JBU223 (A321)

Summary: DRONE: JBU223, A321, REPORTED SIGHTING A DRONE, FINAL RY25L, 500FT, OFF RIGHT SIDE, HEADING EASTBOUND, 3-4 FT IN SIZE, SILVER, NO IMPACT TO FLIGHT.
",2015,201509,2015-09-06,201536,LA COUNTY SHERIFF AIR BUREAU NOTIFIED
2015-09-06 18:49:59,Santa Ana,California,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS INICDENT/1122P/SNA ATCT ADVISED AMERICAN 1278, B737, DFW-SNA, OBSERVED A UAS AT 1,800 FEET WHILE ON A 4.5 MILE FINAL FOR RUNWAY 20R. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.

MOR Alert for SNA
Type: Other
Date/Time: Sep 6, 2015 - 1850Z
A/C: AAL1238 (B737)

Summary: AAL1238, A B737 REPORT ENCOUNTERING A DRONE WHILE ON A 4.5 MILE FINAL TO RWY20R. AAL1238 STATED HE WAS AT 1800' OVER THE 5/55 FREEWAY INTERCHANGE WHEN THE DRONE FLEW UNDERNEATH HIM. AAL1238 REPORTED ALL OF THIS WHEN HE WAS AT THE GATE FOR SEVERAL MINUTES.
",2015,201509,2015-09-06,201536,ORANGE COUNTY SHERIFF NOTIFIED
2015-09-06 18:40:51,New York,New York," MOR Alert: HELICOPTER, ADVISES LOCAL 2 OF A BLACK DRONE HOVERING 5 MILE NW OF JFK AT 800'. NYPD AVIATION UNIT ADVISED.",2015,201509,2015-09-06,201536,NA
2015-09-06 15:27:00,Manchester,New Hampshire,"PRELIM INFO FROM FAA OPS: MANCHESTER, NH/UAS INCIDENT/1130E/MANCHESTER ATCT ADVISED ASCENSION 268, CIRRUS SR22, CHATHAM, MA-MANCHESTER, NH, REPORTED OBSERVING A SMALL WHITE UAS WHILE ON FINAL RUNWAY 35 MANCHESTER AT 1,800 FEET. UAS WAS OPPOSITE DIRECTION AT 1,400 FEET. NO EVASIVE ACTION TAKEN. LONDONDERRY PD NOTIFIED.

MOR Alert for MHT
Type: Other
Date/Time: Sep 6, 2015 - 1527Z
A/C: ASZ268 (SR22)

Summary: UAS - AT APPROXIMATELY 1527Z ASZ268, ON FINAL APPROACH, ALT 018 TO RUNWAY 35 REPORTED A SMALL WHITE DRONE AT ALT 014 ABOUT 7NM SOUTH OF RUNWAY 35. DRONE WAS FLYING OPPOSITE DIRECTION TO ASZ268. NO PERSONS VISIBLE ON THE GROUND THAT COULD BE CONTROLLING THE DRONE. PILOT DID NOT REPORT A NMAC.

",2015,201509,2015-09-06,201536,LONDONDERRY PD NOTIFIED
2015-09-06 13:28:59,Topeka,Kansas,"PRELIM INFO FROM FAA OPS: TOPEKA, KS/UAS INCIDENT/1329C/CESSNA C206,REPORTED SEEING A BLUE AND WHITE BOWLING BALL SIZE UAS AT 6,500 FEET 15 WNW TOPEKA. TOPEKA PD WAS NOTIFIED. NO EVASIVE ACTION TAKEN. 

MOR Alert for ZKC
Type: Other
Date/Time: Sep 6, 2015 - 1828Z
A/C:  (C206)

Summary: C206 WAS VFR AT 065 FLYING NORTHWEST BOUND 15 NW OF TOP REPORTED A DRONE PASS OFF HIS LEFT SIDE. C206 DESCRIBED IT AS BOWLING BALL SIZE, BLUE AND WHITE SAME ALTITUDE ABOUT .25 MILES AWAY FLYING OPPOSITE DIRECTION. NO EVASISVE ACTION TAKEN. TOPEKA POLICE DEPARTMENT NOTIFIED. ZKC ATM, XO, AND DEN NOTIFIED. 
",2015,201509,2015-09-06,201536,TOPEKA PD NOTIFIED
2015-09-06 04:41:59,Tampa,Florida,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS INCIDENT/0022E/TAMPA POLICE DEPT PD4 ADVISED TPA ATCT OF DRONE ACTIVITY 3 MILES WEST OF TPA. NO IMPACT TO OPERATIONS 

MOR Alert for TPA
Type: Other
Date/Time: Sep 6, 2015 - 0422Z
A/C: NONE (NONE)

Summary: TAMPA POLICE DEPT PD4 ADVISED TPA ATCT OF DRONE ACTIVITY 3 MILES WEST OF TPA. NO IMPACT TO OPERATIONS. MIDNIGHT CREW ADVISED THE DEN
",2015,201509,2015-09-06,201536,NA
2015-09-06 00:00:00,Lexington,Kentucky,"PRELIM INFO FROM FAA OPS: LEXINGTON, KY/UAS INCIDENT- LATE REPORT/0645E/NEWS REPORT STATE THAT A SMALL UAS CRASHED INTO COMMONWEALTH STADIUM, RIGHT BEFORE KICKOFF OF THE UK VS LSU-LAFAYETTE GAME. INCIDENT WAS NOT REPORTED TO DEN. NO INJURIES OR DAMAGES. UNIVERSITY PD QUESTIONED STUDENT RESPONSIBLE BUT NO FURTHER INFORMATION WAS AVAILABLE VIA OPEN-SOURCE NEWS. ASO ROC NOTIFIED. ",2015,201509,2015-09-06,201536,ASO ROC NOTIFIED
2015-09-05 21:24:00,San Jose,California,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS INCIDENT/1530P/REID-HILLVIEW ATCT ADVISED  CESSNA C172, REPORTED A UAS AT 1,100-1,200 FEET WHILE ON 3 MILE FINAL TO RHV. UNKN IF LEOS NOTIFIED. 

MOR Alert for RHV
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Sep 5, 2015 - 2124Z
A/C:  (C172)

Summary: UPON LANDING, PILOT  REPORTED TO GC OF DRONE ACTIVITY AT 1,100-1,200 ON 3-MILE FINAL INTO RHV. LC WAS NTFD AND GAVE ADVISORY ON FREQ. COLOR/SIZE UNKNOWN. NO INFO ON WHETHER PILOT USED EVASTIVE MANEUVERS. ROC NTFD.
",2015,201509,2015-09-05,201536,UNKN IF LEOS NOTIFIED
2015-09-05 17:29:00,Wichita Falls,Texas,"PRELIM INFO FROM FAA OPS: WICHITA FALLS, TX/UAS INCIDENT/1729C/CESSNA C152, ENCOUNTERED 5 UAS (4 WHITE, 1 RED) AT 4,500 FEET NORTHBOUND 7 SW SPS. NO EVASIVE ACTION REPORTED. WICHITA FALLS PD.

MOR Alert: LATE ENTRY: ZFW34: C152 VFR Southbound, Reported Drone Activity. Northbound, 4 white and one red 045 MSL.  Reported to DEN and Witchita Falls Police LAW was used as closest airport, Wichita Falls Airports were not an option.",2015,201509,2015-09-05,201536,NA
2015-09-05 17:19:39,San Diego,California," MOR Alert: At approximately 12 noon, a citizen provided information on a drone flying approximately 50 feet above the back yard of his home.  Citizen's residence is southeast of San Diego State University, just outside Montgmery Field (MYF) Air Traffic Control Tower (ATCT) class Delta airspace.  The drone operation had no impact on aircraft operating in/out of MYF ATCT.  notified local San Diego law enforcemnt.",2015,201509,2015-09-05,201536,NA
2015-09-05 16:41:00,Raleigh-Durham,North Carolina,"PRELIM INFO FROM FAA OPS: RALEIGH-DURHAM, NC/UAS INCIDENT/1641E/RALEIGH-DURHAM TRACON ADVISES , NC POLICE REPORTED SEEING A UAS VCNTY NC STATE STADIUM. ",2015,201509,2015-09-05,201536,NA
2015-09-05 04:44:59,Buffalo,New York,"MOR Alert for BUF
Type: 
Date/Time: Sep 5, 2015 - 0445Z
A/C: SWA211 (B737)

Summary: SWA211 LANDED ON RY5 AND THEN STATED THAT A DRONE WAS VERY CLOSE TO THEM AROUND 200 FEET AND FOLLOWED THEM IN. THEY LANDED WITHOUT INCIDENT. ERIE COUNTY SHERIFF'S DEPARTMENT ADVISED AS WELL AS THE DEN. 
",2015,201509,2015-09-05,201536,NA
2015-09-04 20:10:00,Atlanta,Georgia,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1620E/MOONEY M20P REPORTED SEEING A YELLOW UAS AT 1,000 FEET 3 S DE KALB-PEACHTREE ARPT. NO EVASIVE ACTIONS TAKEN. SANDY SPRINGS PD WAS NOTIFIED 

MOR Alert for PDK
Type: Other
Date/Time: Sep 4, 2015 - 2010Z
A/C: (MO20)

Summary: PILOT INBOUND FROM THE NW AT 3000FT MSL REPORTED A UAV 3-4 MILES NW OF PDK AT 1000FT AGL. UAV WAS YELLOW IN COLOR OVER WHAT APPEARED TO BE A NEIGHBORHOOD. PILOT DID NOT HAVE TO TAKE ACTION TO AVOID. ROC/WH DEN/GF DEKALB POLICE DEPT/.

MOR Alert: PILOT call the facility to advise his concerns about a safety issue that occurred on August 28, 2015 at approximately 3:00 p.m. local.  PILOT stated the incident occurred on the same date he reported a drone on final approach into PDK Airport. PILOT stated he was concerned about the instructions that was provided to him.  PILOT stated the controller advised him to remain left of the airport instead of west of the airport.    

",2015,201509,2015-09-04,201536,SANDY SPRINGS PD NOTIFIED
2015-09-04 16:12:59,Nantucket,Massachusetts,"PRELIM INFO FROM FAA OPS: NANTUCKET, MA/UAS INCIDENT/1213E/HAWKER BEECHCRAFT B350, OBSERVED UNIDENTIFIED MODEL UAS 1.5 SE ACK. UAS WAS AT APPROXIMATELY 700AGL. NO EVASIVE ACTION TAKEN. LOCAL LEO NOTIFIED. 

MOR Alert for ACK
Type: 
Date/Time: Sep 4, 2015 - 1613Z
A/C: (B350)

Summary: PILOT REPORTED DRONE SIGHTING 1 1/2SM FINAL RY06 AT APPROXIMATELY 700AGL LEFT OF CENTERLINE, PILOT IDENTIFIED AS A QUADCOPTER. AIRCRAFT LANDED UNEVENTFULLY, LOCAL LAW ENFORCEMENT NOTIFIED.
",2015,201509,2015-09-04,201536,LEOS NOTIFIED
2015-09-04 01:34:00,San Diego,California,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT-DELAYED REPORT/0134P/SAN DIEGO HARBOR PD REPORTED A UAS MANEUVERING BETWEEN GATES 23-33 AT SAN DIEGO INTL ARPT. POLICE WERE DISPATCHED AND AN AIRBORNE PD HELO WERE UNABLE TO LOCATE THE UAS PILOT. THE UAS THEN FLEW SOUTHBOUND NEAR HOTEL TOWERS. ",2015,201509,2015-09-04,201536,NA
2015-09-04 00:53:00,Buffalo,New York,"PRELIM INFO FROM FAA OPS: BUFFALO, NY/UAS INCIDENT/0053E/BUF ATCT ADVISED SOUTHWEST 211, B737, BWI - BUF, OBSERVED A UAS FOLLOWING ACFT WHILE ON 2 MILE FINAL RUNWAY 5 BUF. NO EVASIVE ACTION TAKEN. ERIE COUNTY SHERIFF NOTIFIED 

MOR Alert for BUF
Type: 
Date/Time: Sep 5, 2015 - 0445Z
A/C: SWA211 (B737)

Summary: SWA211 LANDED ON RY5 AND THEN STATED THAT A DRONE WAS VERY CLOSE TO THEM AROUND 200 FEET AND FOLLOWED THEM IN. THEY LANDED WITHOUT INCIDENT. ERIE COUNTY SHERIFF'S DEPARTMENT ADVISED AS WELL AS THE DEN. 
",2015,201509,2015-09-04,201536,ERIE COUNTY SHERIFF NOTIFIED
2015-09-03 22:15:59,New York,New York,"PRELIM INFO FROM FAA OPS: LGA/UAS INCIDENT/2216E/LGA ATCT ADVISED NYPD REPORTED A UAS BEING FLOWN INTO AN EMPTY TENNIS STADIUM AT THE US OPEN. UAS WAS CONFISCATED BY POLICE. NO IMPACT TO OPS.

MOR Alert: NYPD called via land line, advised a drone flew into one of the empty tennis stadiums. Drone captured. No effect to LGA operation. Den advised.",2015,201509,2015-09-03,201536,NA
2015-09-03 18:59:59,Springfield,Missouri,"PRELIM INFO FROM FAA OPS: SPRINGFIELD, MO/UAS INCIDENT/1409C/SPRINGFIELD ATCT ADVISED CESSNA C172, REPORTED OBSERVING A SMALL, FAST, GREY UAS WITH A LIGHT ON IT AT 2,000 FEET VCNTY SPRINGFIELD. NO EVASIVE ACTION TAKEN. GREENE COUNTY SHERIFF NOTIFIED.

MOR Alert for SGF
Type: Other
Date/Time: Sep 3, 2015 - 1900Z
A/C: (C172)

Summary: A/C SOUTH OF VER AIRPORT AT 3000 FT REPORTED A GREY DRONE WITH A LIGHT ON IT ABOUT 1000 FT BELOW THE A/C MOVING QUICKLY. NO CORRECTIVE ACTION REQUIRED. DEN, MAD QC, ROC, LOCAL SHERIFF NOTIFIED. 


",2015,201509,2015-09-03,201536,GREENE COUNTY SHERIFF NOTIFIED
2015-09-03 14:45:00,Providence,Rhode Island,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS INCIDENT/1055E/HELICOPTER, REPORTED SEEING A MEDIUM WHITE UAS AT 1,500 FEET 10 W PROVIDENCE.  NO EVASIVE ACTION TAKEN. UNKN IF LEO WAS NOTIFIED. 

MOR Alert for PVD
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Sep 3, 2015 - 1455Z
A/C: LFSTR2 (HELO)

Summary: LFSTR2 VFR HELICOPTER REPORTED A MEDIUM WHITE DRONE AT 1500FT 10W OF PVD. NO NMAC. NO IMPACT TO FLIGHT. ACN.
",2015,201509,2015-09-03,201536,UNKN IF LEOS NOTIFIED
2015-09-03 00:30:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1816P/LAX ATCT ADVISED FEDEX 749, MD11, AT 2,800 FEET WHILE ON 7 MILE FINAL RUNWAY 25L, REPORTED DOME SHAPED UAS, DARK IN COLOR, PASSED 50 FEET BELOW THE WING, HEADING E BOUND. NO EVASIVE ACTION TAKEN. LAX COUNTY AIR DIVISION NOTIFIED 

MOR Alert for LAX
Type: Other
Date/Time: Sep 3, 2015 - 0030Z
A/C: FDX749 (MD11)

Summary: DRONE REPORT, FDX749 (H/MD11) @ 2,800 FEET, 7 MILE FINAL FOR RY25L, DOME SHAPED (HELMET) W/ DARK COLOR, FLEW WITHIN 50 FEET UNDER THE WING HEADING EASTBOUND, NO EVASIVE ACTION TAKEN, LA COUNTY SHERRIF AERO BUREAU, DEN , HQ NOTIFIED. 

",2015,201509,2015-09-03,201536,LAX COUNTY AIR DIVISION NOTIFIED
2015-09-02 22:42:31,Salt Lake City,Utah," MOR Alert: A mosquito abatement aircraft, was operating 8 miles northeast of KSLC. PILOT reported that while maneuvering low level spraying, there was a drone that came close by.",2015,201509,2015-09-02,201536,NA
2015-09-02 00:00:00,Austin,Texas,"PRELIM INFOFROM FAA OPS: AUSTIN, TX/UAS INCIDENTS/1610C/VIRGIN AMERICA 765, A319, WHILE DESCENDING AT 2,000 FEET REPORTED A UAS PASSED 400 FEET BENEATH HIM. THE UAS WAS RED AND BLACK HEADING NORTHBOUND. AUSTIN PD NOTIFIED.

MOR Alert for AUS
Type: Other
Date/Time: Sep 2, 2015 - 2110Z
A/C: VRD765 (A319)

Summary: While on final to RWY 17R, VRD765, A319, reported that a drone passed 400' underneath him. This occurred at the final approach fix, while VRD765 was at 2000' and descending. The drone was red and black, northeast-bound. Local law enforcement notified.
",2015,201509,2015-09-02,201536,AUSTIN PD NOTIFIED
2015-09-01 23:06:28,El Paso,Texas, MOR Alert:  A CONCERNED PILOT REPORTED SEEING A VIDEO ON YOUTUBE DEPICTS A DRONE FLYING THROUGHOUT THE EL PASO AREA TO WHICH CITIZEN CLAIMS IS GETTING CLOSE TO AIRCRAFT.,2015,201509,2015-09-01,201536,NA
2015-09-01 22:36:00,Detroit,Michigan,"PRELIM INFO FROM FAA OPS: DETROIT, MI /UAS INCIDENT/1858E/DETROIT ATCT REPORTED DELTA 1645, A320, ACFT WAS AT 1,000 FEET OBSERVED A SILVER UAS 500 FEET BELOW OFF THE LEFT SIDE ON 2 MILE FINAL DTW. NO EVASIVE ACTION TAKEN. DETROIT AIRPORT POLICE NOTIFIED.

MOR Alert for DTW
Type: 
Date/Time: Sep 1, 2015 - 2236Z
A/C: DAL1645 (A320)

Summary: PILOT REPORTED A DRONE SIGHTING ON FINAL FOR RY 22R; PILOT STATED THAT IT WAS WHITE/SILVER IN COLOR, OFF THE AIRCRAFT'S LEFT WING WHILE THEY WERE ON A TWO MILE FINAL, APPROX. 500FT BELOW THEM AND LEFT OF COURSE TRAVELING E/NE BOUND. PARKED GATE A-12.
",2015,201509,2015-09-01,201536,DETROIT AIRPORT POLICE NOTIFIED
2015-09-01 22:12:00,New York,New York,"PRELIM INFO FROM FAA OPS: NEW YORK, NY /UAS INCIDENT/1812E/NEW YORK TRACON REPORTED TRANS STATES 4133, E145, OBSERVED A BLACK AND RED UAS AT 3,500 3,700 FEET 6 W OF LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED 

MOR Alert for N90
Type: Other
Date/Time: Sep 1, 2015 - 2212Z
A/C: LOF4133 (E145)

Summary: LOF4133 E145 STL-LGA REPOERTED A GREY/BLACK QUAD DRONE. POSITION 6 MI WEST OF LGA AT 3400FT DRONE WAS 50-100 FT RIGHT SIDE OF AIRCRAFT SAME ALT (AIRCRAFT HEADING 040). NOTIFIED DEN AND NYPD AVIATION UNIT 
",2015,201509,2015-09-01,201536,NYPD AVIATION UNIT NOTIFIED
2015-09-01 17:05:00,Boston,Massachusetts,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1319E/BOSTON TRACON ADVISED CESSNA C208, AT 12,000 FEET 20 NNE BOS, OBSERVED A SILVER UAS AT 12,200 FEET HEADING EASTBOUND. NO EVASIVE ACTION TAKEN. LEOS NOT NOTIFIED. 

MOR Alert for A90
Type: A/C entered airspace on other than expected/intended altitude/route/speed or without a point-out or handoff.
Date/Time: Sep 1, 2015 - 1705Z
A/C:  (C206)

Summary: C206, VFR, at 12,000ft reported sighting of an UAS at 12,200ft, silver in color moving east in the vicinity of Ipswich, MA. They did not advise seeing anyone on the ground, nor a mid-air.
",2015,201509,2015-09-01,201536,LEO NOT NOTIFIED
2015-09-01 03:35:00,Portland,Oregon,"MOR Alert for PWM
Type: Other
Date/Time: Sep 1, 2015 - 0335Z
A/C: RPA4674 (E170)

Summary: Upon landing and turning off the runway, RPA4674 reported having seen a light over the field, moving northeastbound. At the same time the two of us saw the object, which we could only identify as an orange light. The aircraft estimated it was approximately 100' AGL and said it looked to be a drone. Several minutes later we saw it again south of the field heading northeastbound. I was not able to get a much better look at it, but it did appear to have a two lights and appeared to be moving fairly quickly. We again lost sight of it once it was northeast of the field. Local police and DEN notified.
",2015,201509,2015-09-01,201536,NA
2015-09-01 00:49:00,Cartersville,Georgia,"PRELIM INFO FROM FAA OPS: CARTERSVILLE, GA /UAS INCIDENT/1024E/FULTON COUNTY ATCT REPORTED, PIPER P28A, WHILE EASTBOUND AT 3,500 FEET, OBSERVED A COMMERCIAL SIZE UAS WITH 4 ROTORS AT 3,600 FEET HEADING WESTBOUND, 5 EAST OF CARTERSVILLE. NO EVASIVE ACTION TAKEN. CARTERSVILLE POLICE NOTIFIED.

MOR Alert for FTY
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Sep 2, 2015 - 1249Z
A/C:  (PA28)

Summary: pilot reported a UAS at 3,600ft located 5 miles east of VPC over the dam. The pilot was east bound at 3,5000 and the UAS was westbound at 3,600. The description of the UAS is as follows: Size; Commercial size with 4 rotors, Color: Unknown The Cartersville police was contacted 



",2015,201509,2015-09-01,201536,CARTERSVILLE POLICE NOTIFIED
2015-09-01 00:00:00,Redmond,Oregon,"PRELIM INFO FROM FAA OPS: REDMOND, OR/UAS INCIDENT/1424P/SEATTLE ARTCC RECEIVED INFORMATION ABOUT A 6 FOOT WIDE, FIXED WING UAS AT 500 FEET OPERATING N OF REDMOND. BUREAU OF INDIAN LEOS NOTIFIED.  

MOR Alert for ZSE
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Sep 1, 2015 - 2122Z
A/C: NONE

Summary: NORTHWEST COORDINATON CENTER CALLED TO REPORT A DRONE THAT FLEW INTO THE COUNTY LINE 2 TFR NORTH OF S33, AT 2100Z. DRONE WAS 4 TO 6 FEET WIDE, FIXED WING, OPERATING AT 500 FEET AGL. THE DRONE WAS REPORTED BY AIR OPS MANAGER FOR THE TFR, WHO CALLED BIA LAW ENFORCEMENT. NO FIRE FIGHTING AIRCRAFT WERE INVOLVED. DEN NOTIFIED.
",2015,201509,2015-09-01,201536,BUREAU OF INDIAN LEOS NOTIFIED
2015-08-30 20:35:00,Van Nuys,California,"PRELIMINARY INFO FROM FAA OPS: VAN NUYS, CA /UAS INCIDENT/2035P/VAN NUYS ATCT REPORTED HAWKER BEECHCRAFT BE9T, TRAVELING S BOUND AT 2,600 - 3.000 FEET OBSERVED A STATIONARY UAS 300 FEET BELOW THE ACFT. LAPD AVIATION UNIT NOTIFIED ON FREQUENCY. 

MOR Alert for VNY
Type: 
Date/Time: Aug 30, 2015 - 0320Z
A/C:  (BE9L)

Summary: PILOT WAS 5 MILES NORTH OF VAN NUYS AIRPORT ON FINAL FOR RUNWAY 16RIGHT. PILOT REPORTED A UAS ABOUT 300 FEET AHEAD AND TO HIS LEFT. THEY FLEW PASSED THE UAS AND LANDED WITHOUT INCIDENT. ALTITUDE 3000 TO 2600 MSL. POLICE WENT TO THE LOCATION AND FOUND NOTHING.

MOR Alert: PILOT  WAS 5 MILES NORTH OF VAN NUYS AIRPORT IN BOUND TO RUNWAY 16RIGHT. AIRCRAFT REPORTED A UAS AHEAD AND TO THE LEFT ABOUT 300 FEET LOWER. AIRCRAFT ALTITUDE WAS 3000 TO 2600 MSL. PILOT PASSED THE STATIONARY UAS AND LANDED RUNWAY 16RIGHT WITOUT INCIDENT.",2015,201508,2015-08-30,201535,LAPD AVIATION UNIT NOTIFIED
2015-08-30 18:38:00,Carlsbad,California,"PRELIM INFO FROM FAA OPS: CARLSBAD, CA/UAS INCIDENTS/1200P/CESSNA C182, REPORTED SEEING A UAS PASSED BENEATH HIM AT 1,500 FEET. NO DESCRIPTION OR EVASIVE ACTIONS WERE TAKEN. CARLSBAD PD WAS NOTIFIED.

MOR Alert for CRQ
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Aug 30, 2015 - 1838Z
A/C:  (C182)

Summary: C182 reported a drone 50 feet below the aircraft on a 3 mile final for runway 24 at 1500 feet agl. Unkown description, no evasive action taken.
",2015,201508,2015-08-30,201535,CARLSBAD PD NOTIFIED
2015-08-30 17:29:59,Ontario,CANADA,"PRELIM INFO FROM FAA OPS: ONTARIO, CA/UAS INCIDENT/1030P/ONTARIO ATCT ADVISED SKYWEST 341G, CRJ7, IAH - ONTARIO, CA, PAX ON BOARD REPORTED UNIDENTIFIED UAS 200 FEET BELOW ACFT UNKN DIRECTION AT 3,000 FEET 8 E ONTARIO.  NO EVASIVE ACTION TAKEN.  SAN BERNARDINO PD AVIATION DIVISION NOTIFIED 

MOR Alert for ONT
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Aug 30, 2015 - 1730Z
A/C: SKW341G (CRJ2)

Summary: The pilot of SKW341G called to inform us that a passenger on his flight, a pilot for JetBlue, witnessed an unauthorized unmanned aircraft 1/4 mile south of the airplane, 200 feet below SKW341G (approximately 8 miles east of ONT, at 2800 feet). He left without giving his name. All proper channels notified, to include DEN and local law enforcement. The pilot did not make any evasive maneuvers, and did not know about the unmanned aircraft until the passenger mentioned it.
",2015,201508,2015-08-30,201535,SAN BERNARDINO PD AVIATION DIVISION NOTIFIED
2015-08-30 13:07:00,Salinas,California,"PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS INCIDENT/1307P/SALINAS ATCT ADVISED HAWKER BEECHCRAFT P35, REPORTED 1 BLUE QUADCOPTER AND 1 SILVER QUADCOPTER FLYING IN FORMATION AT 1,200 FEET 4 NE OF ARPT. NO EVASIVE ACTION REPORTED. SALINAS PD NOTIFIED

MOR Alert: P35 WAS ON RIGHT DOWNWIND FOR RWY 31, DESCENDING OUT OF 1500 FOR 900 MSL, APPROXIMATELY 2.5 NM NE OF SNS AIRPORT. THE PILOT REPORTED TWO 4 FT. DIAMETER QUADCOPTER DRONES, ONE SILVER AND ONE BLUE, FLYING IN FORMATION 200-300 YARDS OFF HIS RIGHT WING AT 1200 MSL. NO EVASIVE ACTION WAS REPORTED.",2015,201508,2015-08-30,201535,SALINAS PD NOTIFIED
